pilot_id,record_id,selection_stratum,arm,target,actual,predicted,absolute_error,sign_correct
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_b,war,-2.5,-0.7,1.8,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_b,wrc,-39.0,-13.0,26.0,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_b,ops,-0.125,-0.055,0.07,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_c,war,-2.5,-2.3,0.20000000000000018,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_c,wrc,-39.0,-24.0,15.0,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_c,ops,-0.125,-0.096,0.028999999999999998,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_d,war,-2.5,-1.3068735452000442,1.1931264547999558,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_d,wrc,-39.0,-31.215047520819947,7.784952479180053,True
pilot_001,Bobby Witt Jr.__2024_2025,elite,agent_d,ops,-0.125,-0.13627473236139034,0.011274732361390344,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_b,war,1.4,0.4,0.9999999999999999,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_b,wrc,18.0,4.1,13.9,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_b,ops,0.066,0.013,0.053000000000000005,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_c,war,1.4,1.1,0.2999999999999998,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_c,wrc,18.0,15.0,3.0,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_c,ops,0.066,0.055,0.011000000000000003,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_d,war,1.4,0.9612619107201514,0.4387380892798485,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_d,wrc,18.0,11.001641139828173,6.998358860171827,True
pilot_002,Alec Burleson__2024_2025,strength_up,agent_d,ops,0.066,0.02626803988682507,0.03973196011317493,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_b,war,1.2,0.6,0.6,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_b,wrc,19.0,1.5,17.5,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_b,ops,0.0729999999999999,0.006,0.06699999999999989,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_c,war,1.2,1.2,0.0,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_c,wrc,19.0,7.0,12.0,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_c,ops,0.0729999999999999,0.022,0.0509999999999999,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_d,war,1.2,0.89714016080143,0.30285983919856996,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_d,wrc,19.0,5.125338209626966,13.874661790373034,True
pilot_003,Sean Murphy__2024_2025,weakness_up,agent_d,ops,0.0729999999999999,0.01650527841333667,0.05649472158666323,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_b,war,-0.0999999999999998,-0.1,2.0816681711721685e-16,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_b,wrc,23.0,4.0,19.0,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_b,ops,0.077,0.014,0.063,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_c,war,-0.0999999999999998,0.2,0.2999999999999998,False
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_c,wrc,23.0,7.0,16.0,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_c,ops,0.077,0.035,0.041999999999999996,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_d,war,-0.0999999999999998,0.5583744056213132,0.658374405621313,False
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_d,wrc,23.0,16.184069327676873,6.815930672323127,True
pilot_004,Francisco Alvarez__2024_2025,decliner,agent_d,ops,0.077,0.05631110871841462,0.02068889128158538,True
pilot_005,Jonathan India__2024_2025,baseline,agent_b,war,-3.2,-2.1,1.1,True
pilot_005,Jonathan India__2024_2025,baseline,agent_b,wrc,-20.0,-10.0,10.0,True
pilot_005,Jonathan India__2024_2025,baseline,agent_b,ops,-0.0809999999999999,-0.052,0.028999999999999908,True
pilot_005,Jonathan India__2024_2025,baseline,agent_c,war,-3.2,-1.8,1.4000000000000001,True
pilot_005,Jonathan India__2024_2025,baseline,agent_c,wrc,-20.0,-17.0,3.0,True
pilot_005,Jonathan India__2024_2025,baseline,agent_c,ops,-0.0809999999999999,-0.075,0.005999999999999908,True
pilot_005,Jonathan India__2024_2025,baseline,agent_d,war,-3.2,-2.9528011070002798,0.24719889299972042,True
pilot_005,Jonathan India__2024_2025,baseline,agent_d,wrc,-20.0,-24.384136841534534,4.384136841534534,True
pilot_005,Jonathan India__2024_2025,baseline,agent_d,ops,-0.0809999999999999,-0.09276089352084213,0.011760893520842225,True
